id_registro_a,id_registro_b,codigo_a,codigo_b,establecimiento_a,establecimiento_b,jornada_a,jornada_b,plan_a,plan_b,score,decision
7559,7571,11-04-0020-46,11-04-1493-46,CENTRO DE ESTUDIOS INTEGRALES CEDEIN,CENTRO DE ESTUDIOS INTEGRALES,MATUTINA,MATUTINA,FIN DE SEMANA,DIARIO(REGULAR),89.2,
7559,7570,11-04-0020-46,11-04-1430-46,CENTRO DE ESTUDIOS INTEGRALES CEDEIN,CENTRO DE ESTUDIOS INTEGRALES,MATUTINA,DOBLE,FIN DE SEMANA,FIN DE SEMANA,89.2,
7044,7064,10-01-1730-46,10-01-2374-46,COLEGIO URBANO MIXTO BEATO HERMANO PEDRO,COLEGIO PRIVADO MIXTO 'BEATO HERMANO PEDRO',VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.2,
2883,2908,01-08-7778-46,01-08-8248-46,LICEO COMERCIAL TECNOLOGICO 'EL RODEO',LICEO COMERCIAL TECNOLOGICO EL RODEO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.2,
6757,6787,09-20-0045-46,09-20-0121-46,CENTRO EDUCATIVO PRIVADO DEL SUR,COLEGIO EDUCATIVO PRIVADO DEL SUR,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,89.2,
2883,2884,01-08-7778-46,01-08-7781-46,LICEO COMERCIAL TECNOLOGICO 'EL RODEO',LICEO COMERCIAL TECNOLOGICO EL RODEO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.2,
3034,3125,01-10-0117-46,01-10-8313-46,COLEGIO DE COMPUTACION CEI-PC VILLAS,COLEGIO DE COMPUTACION CEI-PC,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.2,
5780,5782,05-13-1917-46,05-13-1944-46,INSTITUTO DE COMPUTACION INFORMATICA ICI.,INSTITUTO COMPUTACION INFORMATICA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.2,
10459,10463,17-13-0140-46,17-13-0150-46,"COLEGIO PRIVADO MIXTO ""EL BUEN PASTOR""",COLEGIO PRIVADO MIXTO EL BUEN PASTOR,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),89.2,
10458,10463,17-13-0138-46,17-13-0150-46,"COLEGIO PRIVADO MIXTO ""EL BUEN PASTOR""",COLEGIO PRIVADO MIXTO EL BUEN PASTOR,VESPERTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (UN DÍA A LA SEMANA),89.2,
3029,3052,01-10-0093-46,01-10-0185-46,COLEGIO CRISTIANO SECRETARIAL LA LUZ,"COLEGIO CRISTIANO SECRETARIAL ""LA LUZ""",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.2,
693,695,00-01-8373-46,00-01-8375-46,INSTITUTO PROFESIONAL EN COMPUTACION EL AMIGO DE LA PATRIA,INSTITUTO PROFESIONAL EN COMPUTACION EL AMIGO DE LA PATRIA (POR MADUREZ),MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.2,
6787,6803,09-20-0121-46,09-20-0157-46,COLEGIO EDUCATIVO PRIVADO DEL SUR,CENTRO EDUCATIVO PRIVADO DEL SUR,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),89.2,
6800,6803,09-20-0151-46,09-20-0157-46,COLEGIO EDUCATIVO PRIVADO DEL SUR,CENTRO EDUCATIVO PRIVADO DEL SUR,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SEMIPRESENCIAL (FIN DE SEMANA),89.2,
6772,6787,09-20-0083-46,09-20-0121-46,CENTRO EDUCATIVO PRIVADO DEL SUR,COLEGIO EDUCATIVO PRIVADO DEL SUR,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.2,
3025,3052,01-10-0075-46,01-10-0185-46,COLEGIO CRISTIANO SECRETARIAL LA LUZ,"COLEGIO CRISTIANO SECRETARIAL ""LA LUZ""",DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,89.2,
3052,3089,01-10-0185-46,01-10-0303-46,"COLEGIO CRISTIANO SECRETARIAL ""LA LUZ""",COLEGIO CRISTIANO SECRETARIAL LA LUZ,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),89.2,
3033,3034,01-10-0114-46,01-10-0117-46,COLEGIO DE COMPUTACION CEI-PC,COLEGIO DE COMPUTACION CEI-PC VILLAS,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.2,
2882,2883,01-08-7776-46,01-08-7778-46,LICEO COMERCIAL TECNOLOGICO EL RODEO,LICEO COMERCIAL TECNOLOGICO 'EL RODEO',MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.2,
3409,3410,01-15-0156-46,01-15-0157-46,LICEO MIXTO ORIENTAL GUATEMALTECO,COLEGIO LICEO MIXTO ORIENTAL GUATEMALTECO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.2,
3052,3053,01-10-0185-46,01-10-0186-46,"COLEGIO CRISTIANO SECRETARIAL ""LA LUZ""",COLEGIO CRISTIANO SECRETARIAL LA LUZ,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,89.2,
3410,3654,01-15-0157-46,01-15-0851-46,COLEGIO LICEO MIXTO ORIENTAL GUATEMALTECO,LICEO MIXTO ORIENTAL GUATEMALTECO,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),89.2,
294,822,00-01-0642-46,00-01-9595-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,LICEO TECNÓLOGICO MAYA DE GUATEMALA,MATUTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),89.2,
294,821,00-01-0642-46,00-01-9594-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,LICEO TECNÓLOGICO MAYA DE GUATEMALA,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.2,
6757,6800,09-20-0045-46,09-20-0151-46,CENTRO EDUCATIVO PRIVADO DEL SUR,COLEGIO EDUCATIVO PRIVADO DEL SUR,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),89.2,
6772,6800,09-20-0083-46,09-20-0151-46,CENTRO EDUCATIVO PRIVADO DEL SUR,COLEGIO EDUCATIVO PRIVADO DEL SUR,VESPERTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),89.2,
1226,1231,00-07-0085-46,00-07-0093-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.1,
10380,10393,17-11-0069-46,17-11-2839-46,"INSTITUTO MIXTO PARTICULAR ""PEM PEDRO CASTELLANOS TZUL""","INSTITUTO MIXTO PARTICULAR ""PEM.PEDRO CASTELLANOS TZUL""",VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
1226,1407,00-07-0085-46,00-07-9260-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
1226,1408,00-07-0085-46,00-07-9261-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
1225,1231,00-07-0084-46,00-07-0093-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.1,
1225,1407,00-07-0084-46,00-07-9260-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
1224,1226,00-07-0080-46,00-07-0085-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),89.1,
2388,2390,01-06-0138-46,01-06-0143-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""LA CEIBA""",INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
567,663,00-01-7093-46,00-01-8082-46,"CENTRO TECNICO DE TURISMO, BANCA Y COMERCIO JOHN GLENN","CENTRO TECNICO DE TURISMO, BANCA Y COMERCIO 'JOHN GLENN'",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.1,
1224,1225,00-07-0080-46,00-07-0084-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,DOBLE,MATUTINA,FIN DE SEMANA,DIARIO(REGULAR),89.1,
1225,1428,00-07-0084-46,00-07-9785-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,MATUTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
7269,7270,10-17-0022-46,10-17-0025-46,INSTITUTO PRIVADO MIXTO EVANGELICO LOS OLIVOS,"INSTITUTO PRIVADO MIXTO EVANGELICO ""LOS OLIVOS""",DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.1,
9355,9356,15-01-0191-46,15-01-0192-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL EDUCACION DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
7269,7277,10-17-0022-46,10-17-0042-46,INSTITUTO PRIVADO MIXTO EVANGELICO LOS OLIVOS,"INSTITUTO PRIVADO MIXTO EVANGELICO ""LOS OLIVOS""",DOBLE,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (UN DÍA A LA SEMANA),89.1,
9355,9357,15-01-0191-46,15-01-0193-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL EDUCACION DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
9650,9656,16-03-0139-46,16-03-0259-46,"INSTITUTO TECNOLÓGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""",INSTITUTO TECNOLÓGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,SIN JORNADA,MATUTINA,SEMIPRESENCIAL (FIN DE SEMANA),DIARIO(REGULAR),89.1,
9354,9357,15-01-0190-46,15-01-0193-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL EDUCACION DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
9345,9356,15-01-0162-46,15-01-0192-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL EDUCACION DIVERSIFICADA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
7269,7274,10-17-0022-46,10-17-0035-46,INSTITUTO PRIVADO MIXTO EVANGELICO LOS OLIVOS,"INSTITUTO PRIVADO MIXTO EVANGELICO ""LOS OLIVOS""",DOBLE,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
6810,6828,09-20-0656-46,09-20-3052-46,INSTITUTO PRIVADO MIXTO 'RAFAEL AREVALO MARTINEZ',"INSTITUTO PRIVADO ""RAFAEL AREVALO MARTINEZ""",VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
31,65,00-01-0200-46,00-01-0241-46,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO LA ENSEÑANZA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO LA ENSEÑANZA,INTERMEDIA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
6809,6810,09-20-0655-46,09-20-0656-46,"INSTITUTO PRIVADO ""RAFAEL AREVALO MARTINEZ""",INSTITUTO PRIVADO MIXTO 'RAFAEL AREVALO MARTINEZ',MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
9345,9357,15-01-0162-46,15-01-0193-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL EDUCACION DIVERSIFICADA,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
9354,9356,15-01-0190-46,15-01-0192-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL EDUCACION DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
1226,1428,00-07-0085-46,00-07-9785-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
7263,7269,10-17-0013-46,10-17-0022-46,"INSTITUTO PRIVADO MIXTO EVANGELICO ""LOS OLIVOS""",INSTITUTO PRIVADO MIXTO EVANGELICO LOS OLIVOS,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
9633,9641,16-03-0056-46,16-03-0093-46,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"INSTITUTO TECNOLOGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,89.1,
1225,1408,00-07-0084-46,00-07-9261-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
2389,2390,01-06-0142-46,01-06-0143-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA SAN JULIÁN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,DOBLE,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),89.1,
3586,3593,01-15-0708-46,01-15-0722-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SEMIPRESENCIAL (FIN DE SEMANA),88.9,
1963,1968,00-18-0188-46,00-18-0198-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA POR MADUREZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,88.9,
1968,1989,00-18-0198-46,00-18-0245-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA POR MADUREZ,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),88.9,
10562,10565,18-01-0350-46,18-01-0356-46,"COLEGIO TECNICO PRIVADO MIXTO ""SAN JOSE""","COLEGIO PRIVADO MIXTO ""SAN JOSE""",DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),88.9,
3586,3594,01-15-0708-46,01-15-0724-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SEMIPRESENCIAL (FIN DE SEMANA),88.9,
3247,3303,01-14-0068-46,01-14-0209-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),88.9,
8414,8534,13-01-0069-46,13-01-0434-46,"COLEGIO EVANGELICO MIXTO "" LA AURORA""","COLEGIO EVAGÉLICO MIXTO ""LA AURORA""",VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),88.9,
7457,7461,11-01-0474-46,11-01-0482-46,COLEGIO EVANGÉLICO MIXTO SINAÍ,COLEGIO EVANGELICO MIXTO SINAI II,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SEMIPRESENCIAL (FIN DE SEMANA),88.9,
3586,3588,01-15-0708-46,01-15-0712-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SEMIPRESENCIAL (FIN DE SEMANA),88.9,
3586,3590,01-15-0708-46,01-15-0716-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SEMIPRESENCIAL (FIN DE SEMANA),88.9,
3247,3312,01-14-0068-46,01-14-0226-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,NOCTURNA,FIN DE SEMANA,DIARIO(REGULAR),88.9,
7855,7883,12-04-0104-46,12-04-3940-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),88.9,
7843,7883,12-04-0066-46,12-04-3940-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),88.9,
7913,7921,12-06-0104-46,12-06-0135-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),88.9,
8772,8794,13-12-0096-46,13-12-0143-46,COLEGIO PARROQUIAL PRIVADO MIXTO SANTA TERESITA DEL NIÑO JESÚS,"COLEGIO PARROQUIAL PRIVADO MIXTO ""SANTA TERESITA DEL NIÑO JESÚS""",VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),88.9,
4676,4836,04-01-0113-46,04-01-3018-46,CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2),"CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO ""C.E.T.A.CH. """,DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
10167,10182,17-05-0257-46,17-05-0302-46,COLEGIO MIXTO DE EDUCACIÓN MEDIA -CMEM- EL INNOVADOR,"COLEGIO MIXTO DE EDUCACIÓN MEDIA ""EL INNOVADOR""",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
8941,8945,13-26-5411-46,13-26-6879-46,COLEGIO EVANGELICO BEREA,COLEGIO EVANGELICO MIXTO BEREA,DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
7919,7922,12-06-0127-46,12-06-0136-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),88.9,
10563,10565,18-01-0351-46,18-01-0356-46,"COLEGIO TECNICO PRIVADO MIXTO ""SAN JOSE""","COLEGIO PRIVADO MIXTO ""SAN JOSE""",DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),88.9,
10563,10612,18-01-0351-46,18-01-0473-46,"COLEGIO TECNICO PRIVADO MIXTO ""SAN JOSE""","COLEGIO PRIVADO MIXTO ""SAN JOSE""",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),88.9,
10583,10609,18-01-0406-46,18-01-0468-46,"PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA",PROGRAMA DE EDUCACION ALTERNATIVA PRONEA,DOBLE,DOBLE,A DISTANCIA,DIARIO(REGULAR),88.9,
7825,7832,12-02-3570-46,12-02-4306-46,COLEGIO LICEO TECNOLOGICO EN COMPUTACION,LICEO TECNOLOGICO EN COMPUTACION,MATUTINA,INTERMEDIA,DIARIO(REGULAR),DIARIO(REGULAR),88.9,
3456,3481,01-15-0297-46,01-15-0383-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,88.9,
3456,3587,01-15-0297-46,01-15-0710-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),88.9,
3455,3586,01-15-0295-46,01-15-0708-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),88.9,
5918,5940,06-08-0083-46,06-08-1683-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),88.9,
3385,3457,01-15-0063-46,01-15-0299-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,NOCTURNA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
3385,3458,01-15-0063-46,01-15-0301-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,NOCTURNA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
3386,3456,01-15-0065-46,01-15-0297-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
658,729,00-01-8033-46,00-01-8673-46,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC (POR MADUREZ),DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,88.9,
3388,3457,01-15-0074-46,01-15-0299-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
3388,3458,01-15-0074-46,01-15-0301-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
3389,3457,01-15-0075-46,01-15-0299-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
482,546,00-01-2958-46,00-01-4735-46,COLEGIO 'SANTA INFANCIA',COLEGIO MIXTO 'SANTA INFANCIA',MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),88.9,
3456,3480,01-15-0297-46,01-15-0382-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,88.9,
3456,3589,01-15-0297-46,01-15-0714-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),88.9,
3390,3456,01-15-0076-46,01-15-0297-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
3389,3458,01-15-0075-46,01-15-0301-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
266,729,00-01-0593-46,00-01-8673-46,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC (POR MADUREZ),MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,88.9,
378,729,00-01-0789-46,00-01-8673-46,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC (POR MADUREZ),SIN JORNADA,DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,88.9,
3458,3589,01-15-0301-46,01-15-0714-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),88.9,
3458,3587,01-15-0301-46,01-15-0710-46,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),88.9,
